TimeGenerated,UserPrincipalName,IPAddress,Location,City,ResultType,AppDisplayName,ClientAppUsed,AuthenticationRequirement,RiskLevelDuringSignIn,DeviceDetail_displayName
2026-08-12T07:47:26.0000000Z,s.tremblay@northstarhealth.org,99.243.137.18,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-12T08:40:26.0000000Z,a.oyelaran@northstarhealth.org,99.243.206.138,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-12T09:19:26.0000000Z,j.okafor@northstarhealth.org,99.243.18.8,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-FILE-SRV02
2026-08-12T09:26:26.0000000Z,l.moreau@northstarhealth.org,99.243.112.226,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-12T09:44:26.0000000Z,d.whitfield@northstarhealth.org,99.243.197.187,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-CLIN-WS011
2026-08-12T13:32:26.0000000Z,k.abebe@northstarhealth.org,99.243.212.9,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS032
2026-08-12T14:28:26.0000000Z,t.silvestri@northstarhealth.org,99.243.177.244,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-12T16:10:26.0000000Z,h.nakamura@northstarhealth.org,99.243.19.225,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-12T17:11:26.0000000Z,r.kaur@northstarhealth.org,99.243.157.149,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-13T07:47:26.0000000Z,p.deshmukh@northstarhealth.org,99.243.214.71,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS032
2026-08-13T08:23:26.0000000Z,t.silvestri@northstarhealth.org,99.243.58.125,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-13T09:13:26.0000000Z,m.lindqvist@northstarhealth.org,99.243.159.172,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-13T10:17:26.0000000Z,k.abebe@northstarhealth.org,99.243.57.216,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-CLIN-WS011
2026-08-13T10:50:26.0000000Z,l.moreau@northstarhealth.org,99.243.219.2,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-13T13:58:26.0000000Z,s.tremblay@northstarhealth.org,99.243.188.49,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-CLIN-WS012
2026-08-13T14:03:26.0000000Z,d.whitfield@northstarhealth.org,99.243.234.101,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-CLIN-WS011
2026-08-13T14:13:26.0000000Z,h.nakamura@northstarhealth.org,99.243.11.145,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-CLIN-WS011
2026-08-13T14:17:26.0000000Z,j.okafor@northstarhealth.org,99.243.124.248,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-FILE-SRV02
2026-08-13T14:38:26.0000000Z,r.kaur@northstarhealth.org,99.243.152.13,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-RSCH-SRV07
2026-08-13T15:29:26.0000000Z,a.oyelaran@northstarhealth.org,99.243.143.201,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-14T05:25:26.0000000Z,k.abebe@northstarhealth.org,99.243.53.104,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-CLIN-WS011
2026-08-14T08:12:26.0000000Z,a.oyelaran@northstarhealth.org,99.243.243.84,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-14T08:24:26.0000000Z,r.kaur@northstarhealth.org,99.243.179.107,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-14T09:49:26.0000000Z,j.okafor@northstarhealth.org,99.243.180.27,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-14T09:49:26.0000000Z,p.deshmukh@northstarhealth.org,99.243.176.189,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS032
2026-08-14T10:04:26.0000000Z,l.moreau@northstarhealth.org,99.243.188.56,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-14T14:20:26.0000000Z,m.lindqvist@northstarhealth.org,99.243.161.161,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-14T16:08:26.0000000Z,d.whitfield@northstarhealth.org,99.243.240.202,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-14T16:39:26.0000000Z,s.tremblay@northstarhealth.org,99.243.33.229,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-14T16:48:26.0000000Z,t.silvestri@northstarhealth.org,99.243.241.210,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-LAB-WS051
2026-08-14T17:40:26.0000000Z,h.nakamura@northstarhealth.org,99.243.188.122,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-CLIN-WS011
2026-08-15T08:19:26.0000000Z,l.moreau@northstarhealth.org,99.243.236.84,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-15T12:00:26.0000000Z,a.oyelaran@northstarhealth.org,99.243.245.148,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-15T13:09:26.0000000Z,r.kaur@northstarhealth.org,99.243.38.210,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-15T14:19:26.0000000Z,d.whitfield@northstarhealth.org,99.243.201.205,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-15T15:36:26.0000000Z,m.lindqvist@northstarhealth.org,99.243.150.66,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-15T15:38:26.0000000Z,h.nakamura@northstarhealth.org,99.243.249.156,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-15T15:42:26.0000000Z,t.silvestri@northstarhealth.org,99.243.84.101,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-LAB-WS051
2026-08-15T16:25:26.0000000Z,k.abebe@northstarhealth.org,99.243.91.184,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS032
2026-08-15T16:53:26.0000000Z,j.okafor@northstarhealth.org,99.243.43.165,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-LAB-WS051
2026-08-15T17:04:26.0000000Z,p.deshmukh@northstarhealth.org,99.243.75.82,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-CLIN-WS011
2026-08-15T17:42:26.0000000Z,s.tremblay@northstarhealth.org,99.243.212.189,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-16T05:08:26.0000000Z,s.tremblay@northstarhealth.org,99.243.194.248,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-RSCH-WS042
2026-08-16T06:13:26.0000000Z,a.oyelaran@northstarhealth.org,99.243.20.96,CA,Toronto,0,Office365 Shell WCSS,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-16T06:20:26.0000000Z,t.silvestri@northstarhealth.org,99.243.49.234,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-LAB-WS051
2026-08-16T07:34:26.0000000Z,h.nakamura@northstarhealth.org,99.243.185.165,CA,Toronto,0,OfficeHome,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-16T08:22:26.0000000Z,m.lindqvist@northstarhealth.org,99.243.40.177,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-FILE-SRV02
2026-08-16T09:45:26.0000000Z,d.whitfield@northstarhealth.org,99.243.124.31,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-16T10:55:26.0000000Z,r.kaur@northstarhealth.org,99.243.122.142,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-RSCH-WS041
2026-08-16T14:24:26.0000000Z,j.okafor@northstarhealth.org,99.243.60.116,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-LAB-WS051
2026-08-16T14:51:26.0000000Z,k.abebe@northstarhealth.org,99.243.180.113,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-16T16:40:26.0000000Z,l.moreau@northstarhealth.org,99.243.139.14,CA,Toronto,0,Microsoft Teams,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS031
2026-08-16T17:30:26.0000000Z,p.deshmukh@northstarhealth.org,99.243.105.161,CA,Toronto,0,Outlook Web App,Browser,multiFactorAuthentication,none,NSH-ADMIN-WS032
2026-08-17T07:03:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,50126,Office365 Shell WCSS,Browser,singleFactorAuthentication,medium,
2026-08-17T07:07:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Office365 Shell WCSS,Browser,singleFactorAuthentication,high,
2026-08-17T07:10:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Outlook Web App,Browser,singleFactorAuthentication,high,
2026-08-17T07:17:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Outlook Web App,Browser,singleFactorAuthentication,high,
2026-08-17T07:24:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Outlook Web App,Browser,singleFactorAuthentication,high,
2026-08-17T07:31:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Outlook Web App,Browser,singleFactorAuthentication,high,
2026-08-17T07:38:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Outlook Web App,Browser,singleFactorAuthentication,high,
2026-08-17T07:45:26.0000000Z,r.kaur@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Outlook Web App,Browser,singleFactorAuthentication,high,
2026-08-17T09:32:26.0000000Z,p.deshmukh@northstarhealth.org,185.220.14.87,NL,Amsterdam,0,Office365 Shell WCSS,Browser,singleFactorAuthentication,high,
